product_id,day,price,currency,price_base,in_stock,seen_at
books:50b8f80311b31ede,2026-07-31,38.28,GBP,48.6156,1,2026-07-31T15:05:25.678888+00:00
books:51653ef291ab7ddc,2026-07-31,19.49,GBP,24.7523,1,2026-07-31T15:05:25.678888+00:00
books:53a3d11bb568cc8b,2026-07-31,51.04,GBP,64.8208,1,2026-07-31T15:05:25.678888+00:00
books:55f9da0c5eea2e10,2026-07-31,33.63,GBP,42.7101,1,2026-07-31T15:05:25.678888+00:00
books:5674a18a29a43ced,2026-07-31,30.52,GBP,38.7604,1,2026-07-31T15:05:25.678888+00:00
books:56e4f9eab2e8e674,2026-07-31,27.55,GBP,34.9885,1,2026-07-31T15:05:25.678888+00:00
books:57e5a4d515c8ce44,2026-07-31,19.92,GBP,25.2984,1,2026-07-31T15:05:25.678888+00:00
books:590a9cccf7db9f7d,2026-07-31,35.07,GBP,44.5389,1,2026-07-31T15:05:25.678888+00:00
books:5ceb951f629700a2,2026-07-31,28.81,GBP,36.5887,1,2026-07-31T15:05:25.678888+00:00
books:5dada2b7be26bd03,2026-07-31,23.82,GBP,30.2514,1,2026-07-31T15:05:25.678888+00:00
books:5ee94540d0749ea0,2026-07-31,56.5,GBP,71.755,1,2026-07-31T15:05:25.678888+00:00
books:623e1a180426039b,2026-07-31,24.12,GBP,30.6324,1,2026-07-31T15:05:25.678888+00:00
books:6258a1f6a6dcfe50,2026-07-31,17.66,GBP,22.4282,1,2026-07-31T15:05:25.678888+00:00
books:657fe5ead67a7767,2026-07-31,14.27,GBP,18.1229,1,2026-07-31T15:05:25.678888+00:00
books:65d034adf80834b7,2026-07-31,41.62,GBP,52.8574,1,2026-07-31T15:05:25.678888+00:00
books:668fe56b17cfcd4f,2026-07-31,33.29,GBP,42.2783,1,2026-07-31T15:05:25.678888+00:00
books:6957f44c3847a760,2026-07-31,50.1,GBP,63.627,1,2026-07-31T15:05:25.678888+00:00
books:6be3beb0793a53e7,2026-07-31,15.94,GBP,20.2438,1,2026-07-31T15:05:25.678888+00:00
books:6d5300b2d8f37e07,2026-07-31,28.09,GBP,35.6743,1,2026-07-31T15:05:25.678888+00:00
books:6f78a0d744c35456,2026-07-31,39.25,GBP,49.8475,1,2026-07-31T15:05:25.678888+00:00
books:6ffb36aaeff1c81e,2026-07-31,34.95,GBP,44.3865,1,2026-07-31T15:05:25.678888+00:00
books:709822d0b5bcb7f4,2026-07-31,17.27,GBP,21.9329,1,2026-07-31T15:05:25.678888+00:00
books:70ed59f194b3c556,2026-07-31,42.95,GBP,54.5465,1,2026-07-31T15:05:25.678888+00:00
books:7267864328ae8b9d,2026-07-31,43.29,GBP,54.9783,1,2026-07-31T15:05:25.678888+00:00
books:72f9d5be3472d34e,2026-07-31,14.02,GBP,17.8054,1,2026-07-31T15:05:25.678888+00:00
books:7392c0032f92d816,2026-07-31,36.28,GBP,46.0756,1,2026-07-31T15:05:25.678888+00:00
books:74baabfc8fd84b38,2026-07-31,49.46,GBP,62.8142,1,2026-07-31T15:05:25.678888+00:00
books:784bc2279baa878d,2026-07-31,33.37,GBP,42.3799,1,2026-07-31T15:05:25.678888+00:00
books:7858914fad68493c,2026-07-31,31.12,GBP,39.5224,1,2026-07-31T15:05:25.678888+00:00
books:790ef197c8f236f5,2026-07-31,10.65,GBP,13.5255,1,2026-07-31T15:05:25.678888+00:00
books:796c87ddbbaaf8c5,2026-07-31,21.87,GBP,27.7749,1,2026-07-31T15:05:25.678888+00:00
books:7add3f8e49ec0826,2026-07-31,21.96,GBP,27.8892,1,2026-07-31T15:05:25.678888+00:00
books:7ae099f3898e0209,2026-07-31,18.78,GBP,23.8506,1,2026-07-31T15:05:25.678888+00:00
books:7b599c8bfcdd8d30,2026-07-31,17.08,GBP,21.6916,1,2026-07-31T15:05:25.678888+00:00
books:7b75cc7f223791f4,2026-07-31,40.11,GBP,50.9397,1,2026-07-31T15:05:25.678888+00:00
books:7d385d34d12e60ff,2026-07-31,38.16,GBP,48.4632,1,2026-07-31T15:05:25.678888+00:00
books:7d6d2a6c0276f81b,2026-07-31,32.24,GBP,40.9448,1,2026-07-31T15:05:25.678888+00:00
books:80cfab6bcff3a244,2026-07-31,40.76,GBP,51.7652,1,2026-07-31T15:05:25.678888+00:00
books:842790dfaa937484,2026-07-31,28.13,GBP,35.7251,1,2026-07-31T15:05:25.678888+00:00
books:8585760646e3aa2a,2026-07-31,21.36,GBP,27.1272,1,2026-07-31T15:05:25.678888+00:00
books:8754c83ab2a7ae71,2026-07-31,36.72,GBP,46.6344,1,2026-07-31T15:05:25.678888+00:00
books:87b0615b6e1f4d7b,2026-07-31,41.83,GBP,53.1241,1,2026-07-31T15:05:25.678888+00:00
books:889139b8e9c4cb36,2026-07-31,15.44,GBP,19.6088,1,2026-07-31T15:05:25.678888+00:00
books:8a380641491d43ed,2026-07-31,56.76,GBP,72.0852,1,2026-07-31T15:05:25.678888+00:00
books:8c9e6bf2467d740d,2026-07-31,20.59,GBP,26.1493,1,2026-07-31T15:05:25.678888+00:00
books:8d455c7539795d2a,2026-07-31,50.27,GBP,63.8429,1,2026-07-31T15:05:25.678888+00:00
books:8d4eefad7a2b3915,2026-07-31,29.17,GBP,37.0459,1,2026-07-31T15:05:25.678888+00:00
books:8ec14b1576cb7cb5,2026-07-31,43.54,GBP,55.2958,1,2026-07-31T15:05:25.678888+00:00
books:904208d6aa64b655,2026-07-31,53.13,GBP,67.4751,1,2026-07-31T15:05:25.678888+00:00
books:90fa61229261140a,2026-07-31,53.74,GBP,68.2498,1,2026-07-31T15:05:25.678888+00:00
books:9270575728a13a61,2026-07-31,43.3,GBP,54.991,1,2026-07-31T15:05:25.678888+00:00
books:9287e238d7c3b06e,2026-07-31,36.95,GBP,46.9265,1,2026-07-31T15:05:25.678888+00:00
books:9429b4d59c537af5,2026-07-31,10.16,GBP,12.9032,1,2026-07-31T15:05:25.678888+00:00
books:9528d0948525bf5f,2026-07-31,54.64,GBP,69.3928,1,2026-07-31T15:05:25.678888+00:00
books:961f18db4f138211,2026-07-31,27.37,GBP,34.7599,1,2026-07-31T15:05:25.678888+00:00
books:96a38e7c813d8f1d,2026-07-31,41.25,GBP,52.3875,1,2026-07-31T15:05:25.678888+00:00
books:99ff4cc6491e8f5c,2026-07-31,43.29,GBP,54.9783,1,2026-07-31T15:05:25.678888+00:00
books:9a9d6e9bc555731e,2026-07-31,25.52,GBP,32.4104,1,2026-07-31T15:05:25.678888+00:00
books:9beb96a2300109d7,2026-07-31,29.69,GBP,37.7063,1,2026-07-31T15:05:25.678888+00:00
books:9e28048cea8d41f7,2026-07-31,15.97,GBP,20.2819,1,2026-07-31T15:05:25.678888+00:00
books:9f6568e9c95f60b0,2026-07-31,36.89,GBP,46.8503,1,2026-07-31T15:05:25.678888+00:00
books:9ffa38d3b832433a,2026-07-31,46.35,GBP,58.8645,1,2026-07-31T15:05:25.678888+00:00
books:a18a4f574854aced,2026-07-31,51.33,GBP,65.1891,1,2026-07-31T15:05:25.678888+00:00
books:a22124811bfa8350,2026-07-31,45.17,GBP,57.3659,1,2026-07-31T15:05:25.678888+00:00
books:a30b270e25489e5c,2026-07-31,56.06,GBP,71.1962,1,2026-07-31T15:05:25.678888+00:00
books:a34ba96d4081e6a4,2026-07-31,35.02,GBP,44.4754,1,2026-07-31T15:05:25.678888+00:00
books:a3d2a4250807f1e9,2026-07-31,19.73,GBP,25.0571,1,2026-07-31T15:05:25.678888+00:00
books:a40723994f715420,2026-07-31,30.25,GBP,38.4175,1,2026-07-31T15:05:25.678888+00:00
books:a6f99b9e687f9d46,2026-07-31,46.03,GBP,58.4581,1,2026-07-31T15:05:25.678888+00:00
books:a897fe39b1053632,2026-07-31,51.77,GBP,65.7479,1,2026-07-31T15:05:25.678888+00:00
books:aadee1c326d286e3,2026-07-31,42.96,GBP,54.5592,1,2026-07-31T15:05:25.678888+00:00
books:abeafe151a587d3b,2026-07-31,10.97,GBP,13.9319,1,2026-07-31T15:05:25.678888+00:00
books:acd86a5426e21ca0,2026-07-31,37.13,GBP,47.1551,1,2026-07-31T15:05:25.678888+00:00
books:acddfeab2a407640,2026-07-31,45.07,GBP,57.2389,1,2026-07-31T15:05:25.678888+00:00
books:ad04ad9fc179fc5d,2026-07-31,20.27,GBP,25.7429,1,2026-07-31T15:05:25.678888+00:00
books:af96613fdd793a3c,2026-07-31,10.76,GBP,13.6652,1,2026-07-31T15:05:25.678888+00:00
books:b12b89017878a60d,2026-07-31,47.61,GBP,60.4647,1,2026-07-31T15:05:25.678888+00:00
books:b136b1b180ca753a,2026-07-31,22.0,GBP,27.94,1,2026-07-31T15:05:25.678888+00:00
books:b4fd5943413e089a,2026-07-31,57.31,GBP,72.7837,1,2026-07-31T15:05:25.678888+00:00
books:b53db2271c9624f7,2026-07-31,20.47,GBP,25.9969,1,2026-07-31T15:05:25.678888+00:00
books:b5ea0b5dabed25a8,2026-07-31,56.13,GBP,71.2851,1,2026-07-31T15:05:25.678888+00:00
books:b6ee99bcf06fc91f,2026-07-31,45.61,GBP,57.9247,1,2026-07-31T15:05:25.678888+00:00
books:b757c0c361e689ce,2026-07-31,14.07,GBP,17.8689,1,2026-07-31T15:05:25.678888+00:00
books:b8736690cf263a3c,2026-07-31,21.04,GBP,26.7208,1,2026-07-31T15:05:25.678888+00:00
books:ba54932df84e8cea,2026-07-31,48.56,GBP,61.6712,1,2026-07-31T15:05:25.678888+00:00
books:bc2a85fd35fdc7bd,2026-07-31,52.72,GBP,66.9544,1,2026-07-31T15:05:25.678888+00:00
books:bd261725b99f5983,2026-07-31,58.11,GBP,73.7997,1,2026-07-31T15:05:25.678888+00:00
books:bdf415fd484ea8a7,2026-07-31,37.92,GBP,48.1584,1,2026-07-31T15:05:25.678888+00:00
books:be5cc846f45496fb,2026-07-31,52.22,GBP,66.3194,1,2026-07-31T15:05:25.678888+00:00
books:bee3672891cca906,2026-07-31,29.14,GBP,37.0078,1,2026-07-31T15:05:25.678888+00:00
books:c1afd71fc86bf682,2026-07-31,19.15,GBP,24.3205,1,2026-07-31T15:05:25.678888+00:00
books:c27f6e1f185b0383,2026-07-31,23.11,GBP,29.3497,1,2026-07-31T15:05:25.678888+00:00
books:c2e46a2ee3b4a322,2026-07-31,25.27,GBP,32.0929,1,2026-07-31T15:05:25.678888+00:00
books:c7b5183f4d1d4efe,2026-07-31,44.1,GBP,56.007,1,2026-07-31T15:05:25.678888+00:00
books:c7d160c2c0de586f,2026-07-31,22.5,GBP,28.575,1,2026-07-31T15:05:25.678888+00:00
books:c82a3e358c773c73,2026-07-31,50.4,GBP,64.008,1,2026-07-31T15:05:25.678888+00:00
books:c849f0b2f5d6a742,2026-07-31,25.02,GBP,31.7754,1,2026-07-31T15:05:25.678888+00:00
books:c8f7f0cb1abb9cac,2026-07-31,26.41,GBP,33.5407,1,2026-07-31T15:05:25.678888+00:00
books:c99761a700ade23f,2026-07-31,10.93,GBP,13.8811,1,2026-07-31T15:05:25.678888+00:00
books:ca71e72655bece85,2026-07-31,16.24,GBP,20.6248,1,2026-07-31T15:05:25.678888+00:00
books:caf4fe9311f1dc59,2026-07-31,28.26,GBP,35.8902,1,2026-07-31T15:05:25.678888+00:00
books:ccd9ffa25efabdea,2026-07-31,44.18,GBP,56.1086,1,2026-07-31T15:05:25.678888+00:00
books:ce60436f52c5ee68,2026-07-31,49.43,GBP,62.7761,1,2026-07-31T15:05:25.678888+00:00
books:ce6396b0f23f6ecc,2026-07-31,17.46,GBP,22.1742,1,2026-07-31T15:05:25.678888+00:00
books:cedf82b5086e4691,2026-07-31,45.22,GBP,57.4294,1,2026-07-31T15:05:25.678888+00:00
books:cfeb1e1e0e695b58,2026-07-31,41.05,GBP,52.1335,1,2026-07-31T15:05:25.678888+00:00
books:d01ac97e2b8947c2,2026-07-31,54.11,GBP,68.7197,1,2026-07-31T15:05:25.678888+00:00
books:d163dd6c352fbcd2,2026-07-31,22.16,GBP,28.1432,1,2026-07-31T15:05:25.678888+00:00
books:d170b5a0da46380e,2026-07-31,44.18,GBP,56.1086,1,2026-07-31T15:05:25.678888+00:00
books:d6361d16212664ed,2026-07-31,33.14,GBP,42.0878,1,2026-07-31T15:05:25.678888+00:00
books:d6670dfe3e7b42bd,2026-07-31,23.15,GBP,29.4005,1,2026-07-31T15:05:25.678888+00:00
books:d69dd8dac66f9f84,2026-07-31,16.85,GBP,21.3995,1,2026-07-31T15:05:25.678888+00:00
books:d7310206583a54b6,2026-07-31,19.83,GBP,25.1841,1,2026-07-31T15:05:25.678888+00:00
books:d7d6d50c1e3d0b81,2026-07-31,41.6,GBP,52.832,1,2026-07-31T15:05:25.678888+00:00
books:d9c643fa1fc57bdb,2026-07-31,41.06,GBP,52.1462,1,2026-07-31T15:05:25.678888+00:00
books:dd047728de72ad62,2026-07-31,38.49,GBP,48.8823,1,2026-07-31T15:05:25.678888+00:00
books:de3f25248ba0789f,2026-07-31,59.64,GBP,75.7428,1,2026-07-31T15:05:25.678888+00:00
books:deda3e61b9514b83,2026-07-31,57.25,GBP,72.7075,1,2026-07-31T15:05:25.678888+00:00
books:e00eb4fd7b871a48,2026-07-31,47.82,GBP,60.7314,1,2026-07-31T15:05:25.678888+00:00
books:e10e1e165dc8be4a,2026-07-31,22.6,GBP,28.702,1,2026-07-31T15:05:25.678888+00:00
books:e28e330cbdf01126,2026-07-31,37.6,GBP,47.752,1,2026-07-31T15:05:25.678888+00:00
books:e30f54cea9b38190,2026-07-31,37.59,GBP,47.7393,1,2026-07-31T15:05:25.678888+00:00
books:e4ac92d89b946781,2026-07-31,54.0,GBP,68.58,1,2026-07-31T15:05:25.678888+00:00
books:e4c7f3487d17fd42,2026-07-31,37.34,GBP,47.4218,1,2026-07-31T15:05:25.678888+00:00
books:e4f74c16de34d440,2026-07-31,57.36,GBP,72.8472,1,2026-07-31T15:05:25.678888+00:00
books:e656e280bc8edd56,2026-07-31,36.94,GBP,46.9138,1,2026-07-31T15:05:25.678888+00:00
books:e6af5bf1163c1151,2026-07-31,39.58,GBP,50.2666,1,2026-07-31T15:05:25.678888+00:00
books:e72a5dfc7e9267b2,2026-07-31,17.93,GBP,22.7711,1,2026-07-31T15:05:25.678888+00:00
books:e7469e22b5bfb3e7,2026-07-31,33.34,GBP,42.3418,1,2026-07-31T15:05:25.678888+00:00
books:e80f8e518b300dfe,2026-07-31,18.97,GBP,24.0919,1,2026-07-31T15:05:25.678888+00:00
books:e956d67c9bcc5809,2026-07-31,55.02,GBP,69.8754,1,2026-07-31T15:05:25.678888+00:00
books:e98a4efa85070c2f,2026-07-31,36.0,GBP,45.72,1,2026-07-31T15:05:25.678888+00:00
books:eac1a180047ad54e,2026-07-31,41.82,GBP,53.1114,1,2026-07-31T15:05:25.678888+00:00
books:edb3097e71330040,2026-07-31,53.53,GBP,67.9831,1,2026-07-31T15:05:25.678888+00:00
books:efc3768127714ec3,2026-07-31,32.0,GBP,40.64,1,2026-07-31T15:05:25.678888+00:00
books:f2df3bb043a8abb0,2026-07-31,22.11,GBP,28.0797,1,2026-07-31T15:05:25.678888+00:00
books:f5a92cff83897d48,2026-07-31,17.44,GBP,22.1488,1,2026-07-31T15:05:25.678888+00:00
books:f6d967cdadc6fbd9,2026-07-31,37.72,GBP,47.9044,1,2026-07-31T15:05:25.678888+00:00
books:f733e8c19d40ec2e,2026-07-31,16.64,GBP,21.1328,1,2026-07-31T15:05:25.678888+00:00
books:f77dbf2323deb740,2026-07-31,22.65,GBP,28.7655,1,2026-07-31T15:05:25.678888+00:00
books:fa9610a50a1bf149,2026-07-31,56.4,GBP,71.628,1,2026-07-31T15:05:25.678888+00:00
books:fce19f9b4a943f22,2026-07-31,37.97,GBP,48.2219,1,2026-07-31T15:05:25.678888+00:00
books:fd3a622648667296,2026-07-31,42.15,GBP,53.5305,1,2026-07-31T15:05:25.678888+00:00
books:fd8585283fc7d2d7,2026-07-31,57.36,GBP,72.8472,1,2026-07-31T15:05:25.678888+00:00
books:feb7cc7701ecf901,2026-07-31,23.88,GBP,30.3276,1,2026-07-31T15:05:25.678888+00:00
dummyjson:1,2026-07-31,8.94,USD,8.94,1,2026-07-31T15:05:49.165626+00:00
dummyjson:10,2026-07-31,68.48,USD,68.48,1,2026-07-31T15:05:49.165626+00:00
dummyjson:100,2026-07-31,109.79,USD,109.79,1,2026-07-31T15:05:49.165626+00:00
dummyjson:101,2026-07-31,474.81,USD,474.81,1,2026-07-31T15:05:49.165626+00:00
dummyjson:102,2026-07-31,76.41,USD,76.41,1,2026-07-31T15:05:49.165626+00:00
dummyjson:103,2026-07-31,81.89,USD,81.89,1,2026-07-31T15:05:49.165626+00:00
dummyjson:104,2026-07-31,16.29,USD,16.29,1,2026-07-31T15:05:49.165626+00:00
dummyjson:105,2026-07-31,82.82,USD,82.82,1,2026-07-31T15:05:49.165626+00:00
dummyjson:106,2026-07-31,307.92,USD,307.92,1,2026-07-31T15:05:49.165626+00:00
dummyjson:107,2026-07-31,47.13,USD,47.13,1,2026-07-31T15:05:49.165626+00:00
dummyjson:108,2026-07-31,25.84,USD,25.84,1,2026-07-31T15:05:49.165626+00:00
dummyjson:109,2026-07-31,18.27,USD,18.27,1,2026-07-31T15:05:49.165626+00:00
dummyjson:11,2026-07-31,1737.16,USD,1737.16,1,2026-07-31T15:05:49.165626+00:00
dummyjson:110,2026-07-31,12.08,USD,12.08,1,2026-07-31T15:05:49.165626+00:00
dummyjson:111,2026-07-31,10.51,USD,10.51,1,2026-07-31T15:05:49.165626+00:00
dummyjson:112,2026-07-31,458.44,USD,458.44,1,2026-07-31T15:05:49.165626+00:00
dummyjson:113,2026-07-31,3515.99,USD,3515.99,1,2026-07-31T15:05:49.165626+00:00
dummyjson:114,2026-07-31,8120.69,USD,8120.69,1,2026-07-31T15:05:49.165626+00:00
dummyjson:115,2026-07-31,13961.99,USD,13961.99,1,2026-07-31T15:05:49.165626+00:00
dummyjson:116,2026-07-31,2811.89,USD,2811.89,1,2026-07-31T15:05:49.165626+00:00
dummyjson:117,2026-07-31,6631.49,USD,6631.49,0,2026-07-31T15:05:49.165626+00:00
dummyjson:118,2026-07-31,7.33,USD,7.33,1,2026-07-31T15:05:49.165626+00:00
dummyjson:119,2026-07-31,10.86,USD,10.86,1,2026-07-31T15:05:49.165626+00:00
dummyjson:12,2026-07-31,2139.99,USD,2139.99,1,2026-07-31T15:05:49.165626+00:00
dummyjson:120,2026-07-31,8.65,USD,8.65,1,2026-07-31T15:05:49.165626+00:00
dummyjson:121,2026-07-31,174.17,USD,174.17,1,2026-07-31T15:05:49.165626+00:00
dummyjson:122,2026-07-31,279.92,USD,279.92,1,2026-07-31T15:05:49.165626+00:00
dummyjson:123,2026-07-31,996.92,USD,996.92,1,2026-07-31T15:05:49.165626+00:00
dummyjson:124,2026-07-31,723.68,USD,723.68,1,2026-07-31T15:05:49.165626+00:00
dummyjson:125,2026-07-31,243.92,USD,243.92,1,2026-07-31T15:05:49.165626+00:00
dummyjson:126,2026-07-31,325.43,USD,325.43,1,2026-07-31T15:05:49.165626+00:00
dummyjson:127,2026-07-31,245.12,USD,245.12,1,2026-07-31T15:05:49.165626+00:00
dummyjson:128,2026-07-31,127.04,USD,127.04,1,2026-07-31T15:05:49.165626+00:00
dummyjson:129,2026-07-31,279.14,USD,279.14,1,2026-07-31T15:05:49.165626+00:00
dummyjson:13,2026-07-31,242.72,USD,242.72,1,2026-07-31T15:05:49.165626+00:00
dummyjson:130,2026-07-31,309.71,USD,309.71,1,2026-07-31T15:05:49.165626+00:00
dummyjson:131,2026-07-31,241.34,USD,241.34,1,2026-07-31T15:05:49.165626+00:00
dummyjson:132,2026-07-31,402.74,USD,402.74,0,2026-07-31T15:05:49.165626+00:00
dummyjson:133,2026-07-31,660.86,USD,660.86,1,2026-07-31T15:05:49.165626+00:00
dummyjson:134,2026-07-31,224.57,USD,224.57,1,2026-07-31T15:05:49.165626+00:00
dummyjson:135,2026-07-31,246.98,USD,246.98,1,2026-07-31T15:05:49.165626+00:00
dummyjson:136,2026-07-31,412.94,USD,412.94,1,2026-07-31T15:05:49.165626+00:00
dummyjson:137,2026-07-31,19.0,USD,19.0,1,2026-07-31T15:05:49.165626+00:00
dummyjson:138,2026-07-31,8.84,USD,8.84,1,2026-07-31T15:05:49.165626+00:00
dummyjson:139,2026-07-31,24.27,USD,24.27,1,2026-07-31T15:05:49.165626+00:00
dummyjson:14,2026-07-31,489.94,USD,489.94,1,2026-07-31T15:05:49.165626+00:00
dummyjson:140,2026-07-31,13.87,USD,13.87,1,2026-07-31T15:05:49.165626+00:00
dummyjson:141,2026-07-31,36.89,USD,36.89,1,2026-07-31T15:05:49.165626+00:00
dummyjson:142,2026-07-31,11.87,USD,11.87,1,2026-07-31T15:05:49.165626+00:00
dummyjson:143,2026-07-31,29.0,USD,29.0,1,2026-07-31T15:05:49.165626+00:00
dummyjson:144,2026-07-31,40.65,USD,40.65,1,2026-07-31T15:05:49.165626+00:00
dummyjson:145,2026-07-31,24.91,USD,24.91,1,2026-07-31T15:05:49.165626+00:00
dummyjson:146,2026-07-31,5.81,USD,5.81,1,2026-07-31T15:05:49.165626+00:00
dummyjson:147,2026-07-31,17.06,USD,17.06,1,2026-07-31T15:05:49.165626+00:00
dummyjson:148,2026-07-31,8.25,USD,8.25,1,2026-07-31T15:05:49.165626+00:00
dummyjson:149,2026-07-31,46.73,USD,46.73,1,2026-07-31T15:05:49.165626+00:00
dummyjson:15,2026-07-31,729.59,USD,729.59,1,2026-07-31T15:05:49.165626+00:00
dummyjson:150,2026-07-31,24.14,USD,24.14,1,2026-07-31T15:05:49.165626+00:00
